full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
Pelvi Nanda,Founder and Creative Director,Diamonds By Pelvi,United Arab Emirates,https://www.linkedin.com/in/pelvi-nanda-8744a1319,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAFCyNZgBTBD9uuO-gUJORB5Ho5EvV4gVmNg,NAME_SEARCH,sOTs",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Custom Design Specialist | Affordable Luxury Focused | Personalised Service | Exclusive Private Consultations | Founder of 2 Jewellery Brands,,"Dubai, Dubai, United Arab Emirates",ACwAAFCyNZgBTBD9uuO-gUJORB5Ho5EvV4gVmNg
Paul Houlsby,CEO and Founder,The Perfume Movement,United Arab Emirates,https://www.linkedin.com/in/paul-houlsby,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAVJOhQBNmE6MHDcMZMwDIK9tdR4XK9-_Uk,NAME_SEARCH,Ph1H",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO and Founder at The Perfume Movement,,"Dubai, United Arab Emirates",ACwAAAVJOhQBNmE6MHDcMZMwDIK9tdR4XK9-_Uk
Patrice Evra,Owner,I Love This Game,United Arab Emirates,https://www.linkedin.com/in/patriceevra,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAENCYE8B65P6IeIuagY_kviXvfqDYAKZulI,NAME_SEARCH,Dr-F",85,United Arab Emirates / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Investor & Entrepreneur | Author & Speaker | Activist | Building Beyond Football | Former Professional Footballer,,"Dubai, United Arab Emirates",ACwAAENCYE8B65P6IeIuagY_kviXvfqDYAKZulI
Paola Ogliari,Founder,NEXTBIG,United Arab Emirates,https://www.linkedin.com/in/paolaogliari,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABDfJSoBE5GHd0dobozIIZ9kykBvn_xqtQM,NAME_SEARCH,c-JS",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,AI & Global Health Impact | Founder @robertcutty and @nextbig | Accelerating HealthTech Innovation | Milano 🇮🇹 ⇄ Dubai 🇦🇪,,United Arab Emirates,ACwAABDfJSoBE5GHd0dobozIIZ9kykBvn_xqtQM
Obaid Ur-Rahmaan,Co-Founder / CTO,Nairon AI,United Arab Emirates,https://www.linkedin.com/in/obaid-ur-rahmaan-5bb29814b,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACQr2l8Bi4LNDcvcSPv1th-3uaHIYe70-UY,NAME_SEARCH,rZTW",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Co-Founder / CTO @ NaironAI | Founding Principal Engineer @ Keylead | Prev Staff Eng @ Zuora, Infra @ Vonage (Erricsson) | Opinions are my own",,"Dubai, United Arab Emirates",ACwAACQr2l8Bi4LNDcvcSPv1th-3uaHIYe70-UY
Nilanka Pieris,Managing Director - Iconiq One Holdings (Pvt) Ltd,Iconiq One,United Arab Emirates,https://www.linkedin.com/in/nilankapieris,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAJckUAB3eYs0VJNQN85NPv92FJT8ZNh-B0,NAME_SEARCH,ZFwu",85,United Arab Emirates / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Wealth Strategist | Building Wealth that Builds Itself | Capital that Creates Capital,,"Dubai, United Arab Emirates",ACwAAAJckUAB3eYs0VJNQN85NPv92FJT8ZNh-B0
Nikola Morales,Co-Founder,M2PLUS,United Arab Emirates,https://www.linkedin.com/in/nikolamorales,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABYM-8sBVmqucMSk9UQRfX9smbDN0YScZlw,NAME_SEARCH,Xby_",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Building AI Systems That Automate Growth, Content & Operations",,"Dubai, United Arab Emirates",ACwAABYM-8sBVmqucMSk9UQRfX9smbDN0YScZlw
Neil Morecraft,Founder & CEO,Songai Media,United Arab Emirates,https://www.linkedin.com/in/neilmorecraft,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAACL2fIBJBrgIktVdzPtAUUXAtwqPdIX5IY,NAME_SEARCH,CMK7",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO at Songai Media | Helping D2C Brands Increase AOV & Revenue Through Personalised Music | Say it with a Song™,,"Dubai, United Arab Emirates",ACwAAACL2fIBJBrgIktVdzPtAUUXAtwqPdIX5IY
Nazem Alzaghir,Founder & CEO,NOOR ADEN,United Arab Emirates,https://www.linkedin.com/in/nazem-alzaghir,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAFAMyxsBxVqqz3K7aDbuh4UJpapmOc4vLII,NAME_SEARCH,Pmia",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Visionary Leader | Founder & CEO | Driving Innovation in Energy and Engineering Solutions.,,"Dubai, United Arab Emirates",ACwAAFAMyxsBxVqqz3K7aDbuh4UJpapmOc4vLII
Natasha Hatherall,Founder & CEO of TishTash Communications - Award Winning & Self Funded Integrated Comms Agency,TishTash Marketing and Public Relations,United Arab Emirates,https://www.linkedin.com/in/natashahatherall,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAADnKPMB0P38cFQLQn8qLp89Y02yKyWr5JI,NAME_SEARCH,Uy0K",85,United Arab Emirates / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Helps brands & remarkable people be VISIBLE | Publicist, PR & Marketing Expert +25 yrs experience | Founder and CEO at TishTash Communications & TishTash Group | Advocate for women in business & Mental Health Awareness",,"Dubai, United Arab Emirates",ACwAAADnKPMB0P38cFQLQn8qLp89Y02yKyWr5JI
Nasser Massoud,Founder & Managing Director,Concept Realisation,United Arab Emirates,https://www.linkedin.com/in/nasser-massoud,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAEitp4BmqZTNTmxCN_Y0IT1nXei3N8QHK0,NAME_SEARCH,sU21",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & MD Concept Realisation | UCL GBSH Chair of External Advisory Board | PPPs Thought Leader | Board Member The Kingdom Health | WAPPP Chair Social Sector PPPs | Senior Adviser TVM Healthcare Capital | Teaming |,,"Dubai, United Arab Emirates",ACwAAAEitp4BmqZTNTmxCN_Y0IT1nXei3N8QHK0
Muhammad Raza, CEO & Founder,Analytica Digital Marketing Consultants,United Arab Emirates,https://www.linkedin.com/in/mhmd-raza,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAP1l-UBRw0M--lSKD1ilR_LggZ9cemiX8w,NAME_SEARCH,mQLa",85,United Arab Emirates / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO & Founder at Analytica Holdings | Fractional CFO | 20+ Years Experience in Finance, Strategy & Advisory | Supporting business growth with finance, tech, and smart operations.",,"Dubai, United Arab Emirates",ACwAAAP1l-UBRw0M--lSKD1ilR_LggZ9cemiX8w
Muhammad Nouman Khan,Chief Executive Officer,Guest Posting Solution,United Arab Emirates,https://www.linkedin.com/in/buildlinkswithnouman,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACUtgpoB0sNjNddsX99-LtevMOg7N6Y6FIM,NAME_SEARCH,dJZm",85,United Arab Emirates / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO @GuestPostingSolution | Helping Brands & Agencies Win with High-Quality Backlinks |
SEO Strategist | Link-Building Specialist 🚀",,"Dubai, United Arab Emirates",ACwAACUtgpoB0sNjNddsX99-LtevMOg7N6Y6FIM
Mohhamed M.,Founder & CEO,Vyne Global Fortunes Investment Co L.L.C,United Arab Emirates,https://www.linkedin.com/in/mohhamedmoinuddinn,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAYa-vgB2UlqUKvDrKuEkUdnOxF83M5rjjg,NAME_SEARCH,chCA",85,United Arab Emirates / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO @ VYNE GLOBAL | Driving Investment Growth,,"Dubai, United Arab Emirates",ACwAAAYa-vgB2UlqUKvDrKuEkUdnOxF83M5rjjg
Mohammad zakir Hossen Bin SHAHID,Co Managing Director & CEo,Studio Fashion,United Arab Emirates,https://www.linkedin.com/in/mohammad-zakir-hossen-bin-shahid-392b83258,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAD-Iol4BYJdV7imtiTfSMblQKB7u4r9wbKk,NAME_SEARCH,rW_r",85,United Arab Emirates / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Chairman & Co-founder -AllminAll Group|Leading innovative tech solutions in software and AI.,,United Arab Emirates,ACwAAD-Iol4BYJdV7imtiTfSMblQKB7u4r9wbKk
Mohamed Abdelhameed,Managing Director,DFA Capital,United Arab Emirates,https://www.linkedin.com/in/mabdelhameed,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAPnzDYBNmr9jRITnRQdF7GzRcw6RsDIJ24,NAME_SEARCH,PTYp",85,United Arab Emirates / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & Managing Director, DFA Group | Investment Strategy & Capital Structuring | Bridging Institutional Capital with Green Transition (MENA)",,"Dubai, United Arab Emirates",ACwAAAPnzDYBNmr9jRITnRQdF7GzRcw6RsDIJ24
Mo Smadi,Founder & CEO,Perform by AI,United Arab Emirates,https://www.linkedin.com/in/mo-smadi,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAVQCm8BvsD91M9E7tkmgMohI0jRMPq__lU,NAME_SEARCH,WYCk",85,United Arab Emirates / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & CEO @ Perform by AI | Helping enterprises, consulting firms, and investors to execute strategy, drive AI adoption, and scale growth.",,"Dubai, United Arab Emirates",ACwAAAVQCm8BvsD91M9E7tkmgMohI0jRMPq__lU
